game,step,event_type,description,reward,final_reward,winner,ai_left,ai_right,timestamp
2,463,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.5639012
2,464,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.5640743
2,466,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.5644228
2,467,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.5645967
2,475,reward_change,Positive reward change: 0.0 → 4.0,4.0,,,coacAI,randomAI,1758300648.5660489
2,476,reward_change,Negative reward change: 4.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.5662236
2,484,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.567808
2,485,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.5679812
2,512,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.5734842
2,513,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.5736682
2,521,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.5751317
2,522,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.5753467
2,530,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.5768847
2,531,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.577069
2,533,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.5774632
2,534,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.5776453
2,551,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.580793
2,552,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.5809708
2,556,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.5817876
2,557,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.5819807
2,571,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.5846517
2,572,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.5849767
2,579,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.5863268
2,580,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.5865047
2,586,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.587708
2,587,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.5879085
2,591,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.588648
2,592,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.5888734
2,596,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.5896235
2,598,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.5900376
2,600,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.5904016
2,601,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.5905929
2,609,reward_change,Positive reward change: 0.0 → 4.0,4.0,,,coacAI,randomAI,1758300648.5921166
2,610,reward_change,Negative reward change: 4.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.59236
2,618,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.59383
2,619,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.5940082
2,621,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.594372
2,622,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.5945463
2,636,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.5972366
2,637,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.5974216
2,645,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.5989738
2,647,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.5993288
2,649,reward_change,Positive reward change: 0.0 → 10.0,10.0,,,coacAI,randomAI,1758300648.60187
2,649,game_end,Game ended - Winner: left,,10.0,left,coacAI,randomAI,1758300648.6018775
1,1,reward_change,Positive reward change: 0 → 1.0,1.0,,,droplet,randomAI,1758300648.70519
1,2,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,droplet,randomAI,1758300648.7054198
1,10,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,droplet,randomAI,1758300648.8062062
1,11,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,droplet,randomAI,1758300648.8064046
1,41,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,droplet,randomAI,1758300648.9112723
1,42,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,droplet,randomAI,1758300648.9115162
1,50,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,droplet,randomAI,1758300649.019145
1,51,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,droplet,randomAI,1758300649.0194187
1,69,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,droplet,randomAI,1758300649.2256842
1,70,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,droplet,randomAI,1758300649.2260096
1,81,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,droplet,randomAI,1758300649.4272707
1,82,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,droplet,randomAI,1758300649.427469
1,87,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,droplet,randomAI,1758300649.5282311
1,88,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,droplet,randomAI,1758300649.5284226
1,99,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,droplet,randomAI,1758300649.7292252
1,100,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,droplet,randomAI,1758300649.7294168
1,121,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,droplet,randomAI,1758300650.1312773
1,122,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,droplet,randomAI,1758300650.131505
1,136,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,droplet,randomAI,1758300650.6331763
1,137,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,droplet,randomAI,1758300650.633367
1,144,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,droplet,randomAI,1758300650.8388648
1,145,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,droplet,randomAI,1758300650.939259
1,149,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,droplet,randomAI,1758300651.139202
1,150,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,droplet,randomAI,1758300651.1393945
1,154,reward_change,Positive reward change: 0.0 → 2.0,2.0,,,droplet,randomAI,1758300651.240263
1,155,reward_change,Negative reward change: 2.0 → 0.0,0.0,,,droplet,randomAI,1758300651.340189
1,161,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,droplet,randomAI,1758300651.6421976
1,162,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,droplet,randomAI,1758300651.6423926
1,195,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,droplet,randomAI,1758300653.2442918
1,196,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,droplet,randomAI,1758300653.2445092
1,200,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,droplet,randomAI,1758300653.444293
1,202,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,droplet,randomAI,1758300653.6442173
1,203,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,droplet,randomAI,1758300653.7442517
1,204,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,droplet,randomAI,1758300653.744491
1,205,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,droplet,randomAI,1758300653.8442807
1,206,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,droplet,randomAI,1758300653.944219
1,228,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,droplet,randomAI,1758300655.0482535
1,229,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,droplet,randomAI,1758300655.1482644
1,233,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,droplet,randomAI,1758300655.3482695
1,234,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,droplet,randomAI,1758300655.3484719
1,237,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,droplet,randomAI,1758300655.4482963
1,239,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,droplet,randomAI,1758300655.548475
1,241,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,droplet,randomAI,1758300655.7482207
1,243,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,droplet,randomAI,1758300655.9481966
1,247,reward_change,Positive reward change: 0.0 → 2.0,2.0,,,droplet,randomAI,1758300656.1486425
1,248,reward_change,Negative reward change: 2.0 → 0.0,0.0,,,droplet,randomAI,1758300656.1488369
1,252,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,droplet,randomAI,1758300656.5492752
1,253,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,droplet,randomAI,1758300656.5494678
1,257,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,droplet,randomAI,1758300656.7492487
1,258,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,droplet,randomAI,1758300656.849168
1,261,reward_change,Positive reward change: 0.0 → 2.0,2.0,,,droplet,randomAI,1758300657.0492284
1,262,reward_change,Negative reward change: 2.0 → 1.0,1.0,,,droplet,randomAI,1758300657.149162
1,263,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,droplet,randomAI,1758300657.1493676
1,267,reward_change,Positive reward change: 0.0 → 2.0,2.0,,,droplet,randomAI,1758300657.449191
1,268,reward_change,Negative reward change: 2.0 → 0.0,0.0,,,droplet,randomAI,1758300657.4493868
1,272,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,droplet,randomAI,1758300657.6491938
1,273,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,droplet,randomAI,1758300657.7491474
1,275,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,droplet,randomAI,1758300657.849184
1,276,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,droplet,randomAI,1758300657.8494024
1,277,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,droplet,randomAI,1758300657.9491904
1,278,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,droplet,randomAI,1758300658.049195
1,280,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,droplet,randomAI,1758300658.2491865
1,281,reward_change,Positive reward change: 1.0 → 11.0,11.0,,,droplet,randomAI,1758300658.3514364
1,281,game_end,Game ended - Winner: left,,11.0,left,droplet,randomAI,1758300658.3514447
2,1,reward_change,Positive reward change: 0 → 1.0,1.0,,,droplet,randomAI,1758300658.4522233
2,2,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,droplet,randomAI,1758300658.452416
2,10,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,droplet,randomAI,1758300658.553194
2,11,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,droplet,randomAI,1758300658.553389
2,41,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,droplet,randomAI,1758300658.662889
2,42,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,droplet,randomAI,1758300658.6632178
2,59,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,droplet,randomAI,1758300658.8662503
2,60,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,droplet,randomAI,1758300658.8665702
2,77,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,droplet,randomAI,1758300659.0681689
2,78,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,droplet,randomAI,1758300659.068358
2,81,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,droplet,randomAI,1758300659.1681936
2,82,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,droplet,randomAI,1758300659.1683857
2,113,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,droplet,randomAI,1758300659.874262
2,114,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,droplet,randomAI,1758300659.874459
2,121,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,droplet,randomAI,1758300660.1752322
2,122,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,droplet,randomAI,1758300660.1754265
2,145,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,droplet,randomAI,1758300660.9782135
2,146,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,droplet,randomAI,1758300660.978404
2,161,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,droplet,randomAI,1758300661.579234
2,163,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,droplet,randomAI,1758300661.6794791
2,171,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,droplet,randomAI,1758300662.084239
2,172,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,droplet,randomAI,1758300662.0844312
2,176,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,droplet,randomAI,1758300662.28518
2,177,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,droplet,randomAI,1758300662.3852124
2,181,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,droplet,randomAI,1758300662.6851969
2,182,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,droplet,randomAI,1758300662.6853867
2,195,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,droplet,randomAI,1758300663.2852285
2,196,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,droplet,randomAI,1758300663.2854228
2,198,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,droplet,randomAI,1758300663.4902089
2,199,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,droplet,randomAI,1758300663.4904072
2,200,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,droplet,randomAI,1758300663.5902107
2,202,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,droplet,randomAI,1758300663.790235
2,205,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,droplet,randomAI,1758300663.9902666
2,206,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,droplet,randomAI,1758300664.0910459
2,210,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,droplet,randomAI,1758300664.1961832
2,211,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,droplet,randomAI,1758300664.2962234
2,215,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,droplet,randomAI,1758300664.4962442
2,216,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,droplet,randomAI,1758300664.4964383
2,220,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,droplet,randomAI,1758300664.6961865
2,221,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,droplet,randomAI,1758300664.696384
2,222,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,droplet,randomAI,1758300664.7962127
2,223,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,droplet,randomAI,1758300664.7964044
2,225,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,droplet,randomAI,1758300664.9962304
2,226,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,droplet,randomAI,1758300664.9964213
2,227,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,droplet,randomAI,1758300665.096228
2,228,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,droplet,randomAI,1758300665.1961794
2,230,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,droplet,randomAI,1758300665.3961813
2,231,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,droplet,randomAI,1758300665.3963943
2,235,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,droplet,randomAI,1758300665.6961932
2,236,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,droplet,randomAI,1758300665.6963866
2,240,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,droplet,randomAI,1758300665.99624
2,242,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,droplet,randomAI,1758300666.1961808
2,244,reward_change,Positive reward change: 0.0 → 10.0,10.0,,,droplet,randomAI,1758300666.1979978
2,244,game_end,Game ended - Winner: left,,10.0,left,droplet,randomAI,1758300666.198005
